Timestamp,Dev,Status,Ax,Ay,Az,Filt,RMS,Cross,Type,Med
55:18.3,MG-001,1,0.198,-0.069,1.022,0.43,1.043,-0.014,Tremor,At Risk
55:18.3,MG-001,1,-0.177,0.102,1.087,0.455,1.106,-0.018,Tremor,At Risk
55:18.3,MG-001,1,0.191,-0.144,1.011,0.449,1.039,-0.027,Tremor,At Risk
55:18.3,MG-001,1,-0.172,0.114,0.994,0.427,1.016,-0.02,Tremor,At Risk
55:18.3,MG-001,1,0.171,-0.12,1.051,0.447,1.071,-0.021,Tremor,At Risk
55:18.3,MG-001,1,-0.166,0.084,0.975,0.408,0.992,-0.014,Tremor,At Risk
55:18.3,MG-001,1,0.183,-0.092,1.048,0.441,1.068,-0.017,Tremor,At Risk
55:18.3,MG-001,1,-0.182,0.142,0.909,0.411,0.937,-0.026,Tremor,At Risk
55:18.4,MG-001,1,0.161,-0.12,0.839,0.374,0.863,-0.019,Tremor,At Risk
55:18.4,MG-001,1,-0.148,0.112,1.211,0.49,1.225,-0.017,Tremor,At Risk
55:18.4,MG-001,1,0.213,-0.131,0.988,0.444,1.02,-0.028,Tremor,At Risk
55:18.4,MG-001,1,-0.184,0.106,0.929,0.406,0.953,-0.019,Tremor,At Risk
55:18.4,MG-001,1,0.16,-0.115,1.043,0.439,1.061,-0.018,Tremor,At Risk
55:18.4,MG-001,1,-0.14,0.108,0.879,0.376,0.896,-0.015,Tremor,At Risk
55:18.4,MG-001,1,0.151,-0.112,0.923,0.395,0.942,-0.017,Tremor,At Risk
55:18.4,MG-001,1,-0.17,0.116,1.148,0.478,1.166,-0.02,Tremor,At Risk
55:18.4,MG-001,1,0.174,-0.13,1.143,0.482,1.163,-0.023,Tremor,At Risk
55:18.4,MG-001,1,-0.18,0.174,1.156,0.504,1.183,-0.031,Tremor,At Risk
55:18.5,MG-001,1,0.119,-0.124,1.008,0.417,1.022,-0.015,Tremor,At Risk
55:18.5,MG-001,1,-0.161,0.103,0.86,0.375,0.881,-0.017,Tremor,At Risk
55:18.5,MG-001,1,0.172,-0.134,1.065,0.457,1.087,-0.023,Tremor,At Risk
55:18.5,MG-001,1,-0.171,0.127,0.914,0.404,0.939,-0.022,Tremor,At Risk
55:18.5,MG-001,1,0.126,-0.096,0.835,0.352,0.85,-0.012,Tremor,At Risk
55:18.5,MG-001,1,-0.153,0.144,0.981,0.426,1.003,-0.022,Tremor,At Risk
55:18.5,MG-001,1,0.153,-0.136,1.086,0.458,1.105,-0.021,Tremor,At Risk
55:18.5,MG-001,1,-0.129,0.13,1.01,0.423,1.027,-0.017,Tremor,At Risk
55:18.5,MG-001,1,0.147,-0.098,0.884,0.376,0.901,-0.014,Tremor,At Risk
55:18.5,MG-001,1,-0.149,0.143,0.946,0.412,0.968,-0.021,Tremor,At Risk
55:18.6,MG-001,1,0.198,-0.133,1.048,0.46,1.075,-0.026,Tremor,At Risk
55:18.6,MG-001,1,-0.157,0.15,1.12,0.476,1.14,-0.024,Tremor,At Risk
55:18.6,MG-001,1,0.129,-0.143,0.96,0.411,0.979,-0.019,Tremor,At Risk
55:18.6,MG-001,1,-0.129,0.123,0.933,0.395,0.95,-0.016,Tremor,At Risk
55:18.6,MG-001,1,0.132,-0.159,1.003,0.431,1.025,-0.021,Tremor,At Risk
55:18.6,MG-001,1,-0.168,0.128,1.019,0.438,1.041,-0.022,Tremor,At Risk
55:18.6,MG-001,1,0.173,-0.143,0.967,0.428,0.993,-0.025,Tremor,At Risk
55:18.6,MG-001,1,-0.14,0.126,0.996,0.421,1.014,-0.018,Tremor,At Risk
55:18.6,MG-001,1,0.135,-0.101,1.122,0.452,1.134,-0.014,Tremor,At Risk
55:18.7,MG-001,1,-0.12,0.143,0.886,0.383,0.906,-0.017,Tremor,At Risk
55:18.7,MG-001,1,0.114,-0.139,0.953,0.402,0.97,-0.016,Tremor,At Risk
55:18.7,MG-001,1,-0.14,0.202,0.965,0.436,0.996,-0.028,Tremor,At Risk
55:18.7,MG-001,1,0.115,-0.115,0.852,0.361,0.868,-0.013,Tremor,At Risk
55:18.7,MG-001,1,-0.125,0.121,0.771,0.339,0.79,-0.015,Tremor,At Risk
55:18.7,MG-001,1,0.12,-0.146,0.936,0.401,0.955,-0.018,Tremor,At Risk
55:18.7,MG-001,1,-0.155,0.138,0.881,0.391,0.905,-0.021,Tremor,At Risk
55:18.7,MG-001,1,0.158,-0.168,0.932,0.419,0.96,-0.026,Tremor,At Risk
55:18.7,MG-001,1,-0.125,0.13,0.917,0.391,0.934,-0.016,Tremor,At Risk
55:18.7,MG-001,1,0.146,-0.157,0.844,0.382,0.871,-0.023,Tremor,At Risk
55:18.7,MG-001,1,-0.104,0.159,1.022,0.428,1.04,-0.017,Tremor,At Risk
55:18.8,MG-001,1,0.099,-0.161,1.027,0.429,1.044,-0.016,Tremor,At Risk
55:18.8,MG-001,1,-0.131,0.174,1.194,0.5,1.214,-0.023,Tremor,At Risk
55:18.8,MG-001,1,0.131,-0.134,0.803,0.356,0.825,-0.018,Tremor,At Risk
55:18.8,MG-001,1,-0.117,0.147,0.817,0.36,0.838,-0.017,Tremor,At Risk
55:18.8,MG-001,1,0.127,-0.163,0.896,0.395,0.919,-0.021,Tremor,At Risk
55:18.8,MG-001,1,-0.116,0.174,0.834,0.374,0.86,-0.02,Tremor,At Risk
55:18.8,MG-001,1,0.123,-0.151,0.974,0.416,0.993,-0.019,Tremor,At Risk
55:18.8,MG-001,1,-0.14,0.169,0.917,0.409,0.943,-0.024,Tremor,At Risk
55:18.8,MG-001,1,0.107,-0.151,0.89,0.383,0.909,-0.016,Tremor,At Risk
55:18.8,MG-001,1,-0.104,0.148,0.945,0.399,0.962,-0.015,Tremor,At Risk
55:18.9,MG-001,1,0.126,-0.185,0.995,0.435,1.02,-0.023,Tremor,At Risk
55:18.9,MG-001,1,-0.098,0.194,0.871,0.388,0.898,-0.019,Tremor,At Risk
55:18.9,MG-001,1,0.163,-0.157,0.897,0.406,0.925,-0.026,Tremor,At Risk
55:18.9,MG-001,1,-0.087,0.156,1.038,0.427,1.054,-0.014,Tremor,At Risk
55:18.9,MG-001,1,0.106,-0.127,0.958,0.397,0.972,-0.013,Tremor,At Risk
55:18.9,MG-001,1,-0.132,0.173,0.997,0.434,1.02,-0.023,Tremor,At Risk
55:18.9,MG-001,1,0.13,-0.201,1.13,0.487,1.155,-0.026,Tremor,At Risk
55:18.9,MG-001,1,-0.116,0.187,0.922,0.408,0.948,-0.022,Tremor,At Risk
55:18.9,MG-001,1,0.093,-0.122,1.035,0.417,1.046,-0.011,Tremor,At Risk
55:18.9,MG-001,1,-0.103,0.193,0.919,0.405,0.945,-0.02,Tremor,At Risk
55:19.0,MG-001,1,0.117,-0.145,0.949,0.404,0.967,-0.017,Tremor,At Risk
55:19.0,MG-001,1,-0.114,0.146,1.082,0.447,1.098,-0.017,Tremor,At Risk
55:19.0,MG-001,1,0.083,-0.145,1.122,0.45,1.134,-0.012,Tremor,At Risk
55:19.0,MG-001,1,-0.129,0.18,0.888,0.399,0.915,-0.023,Tremor,At Risk
55:19.0,MG-001,1,0.077,-0.188,1.033,0.432,1.052,-0.014,Tremor,At Risk
55:19.0,MG-001,1,-0.085,0.174,0.943,0.401,0.962,-0.015,Tremor,At Risk
55:19.0,MG-001,1,0.092,-0.17,0.944,0.402,0.964,-0.016,Tremor,At Risk
55:19.0,MG-001,1,-0.076,0.184,0.934,0.398,0.955,-0.014,Tremor,At Risk
55:19.0,MG-001,1,0.081,-0.155,0.975,0.404,0.991,-0.013,Tremor,At Risk
55:19.0,MG-001,1,-0.078,0.189,1.173,0.48,1.191,-0.015,Tremor,At Risk
55:19.1,MG-001,1,0.087,-0.132,1.005,0.408,1.017,-0.011,Tremor,At Risk
55:19.1,MG-001,1,-0.127,0.172,1.083,0.461,1.104,-0.022,Tremor,At Risk
55:19.1,MG-001,1,0.116,-0.184,0.948,0.416,0.973,-0.021,Tremor,At Risk
55:19.1,MG-001,1,-0.111,0.159,0.965,0.412,0.984,-0.018,Tremor,At Risk
55:19.1,MG-001,1,0.068,-0.172,1.037,0.425,1.053,-0.012,Tremor,At Risk
55:19.1,MG-001,1,-0.103,0.185,0.853,0.38,0.879,-0.019,Tremor,At Risk
55:19.1,MG-001,1,0.062,-0.182,0.98,0.408,0.998,-0.011,Tremor,At Risk
55:19.1,MG-001,1,-0.056,0.198,1.054,0.436,1.074,-0.011,Tremor,At Risk
55:19.1,MG-001,1,0.106,-0.167,1.093,0.455,1.111,-0.018,Tremor,At Risk
55:19.1,MG-001,1,-0.079,0.198,0.989,0.422,1.012,-0.016,Tremor,At Risk
55:19.2,MG-001,1,0.116,-0.204,1.04,0.453,1.066,-0.024,Tremor,At Risk
55:19.2,MG-001,1,-0.046,0.174,1.025,0.415,1.041,-0.008,Tremor,At Risk
55:19.2,MG-001,1,0.075,-0.172,0.973,0.407,0.991,-0.013,Tremor,At Risk
55:19.2,MG-001,1,-0.079,0.18,1.023,0.427,1.042,-0.014,Tremor,At Risk
55:19.2,MG-001,1,0.099,-0.185,1.134,0.473,1.153,-0.018,Tremor,At Risk
55:19.2,MG-001,1,-0.056,0.19,0.865,0.37,0.887,-0.011,Tremor,At Risk
55:19.2,MG-001,1,0.074,-0.214,0.941,0.41,0.968,-0.016,Tremor,At Risk
55:19.2,MG-001,1,-0.083,0.185,1.046,0.438,1.065,-0.015,Tremor,At Risk
55:19.2,MG-001,1,0.069,-0.201,0.942,0.404,0.965,-0.014,Tremor,At Risk
55:19.3,MG-001,1,-0.069,0.171,0.852,0.364,0.872,-0.012,Tremor,At Risk
55:19.3,MG-001,1,0.073,-0.171,0.976,0.406,0.993,-0.012,Tremor,At Risk
55:19.3,MG-001,1,-0.047,0.202,0.848,0.366,0.873,-0.009,Tremor,At Risk
55:19.3,MG-001,1,0.055,-0.14,1.079,0.424,1.089,-0.008,Tremor,At Risk
55:19.3,MG-001,1,-0.074,0.165,0.852,0.364,0.871,-0.012,Tremor,At Risk
55:19.3,MG-001,1,0.079,-0.197,0.925,0.4,0.949,-0.016,Tremor,At Risk
55:19.3,MG-001,1,-0.047,0.202,1.062,0.437,1.082,-0.01,Tremor,At Risk
55:19.3,MG-001,1,0.075,-0.176,0.905,0.385,0.925,-0.013,Tremor,At Risk
55:19.3,MG-001,1,-0.128,0.197,0.969,0.431,0.997,-0.025,Tremor,At Risk
55:19.3,MG-001,1,0.053,-0.162,1.194,0.47,1.206,-0.009,Tremor,At Risk
55:19.3,MG-001,1,-0.091,0.209,0.933,0.411,0.96,-0.019,Tremor,At Risk
55:19.4,MG-001,1,0.039,-0.207,0.864,0.37,0.889,-0.008,Tremor,At Risk
55:19.4,MG-001,1,-0.047,0.213,0.947,0.403,0.972,-0.01,Tremor,At Risk
55:19.4,MG-001,1,0.075,-0.237,1.017,0.443,1.047,-0.018,Tremor,At Risk
55:19.4,MG-001,1,-0.062,0.205,1.02,0.429,1.043,-0.013,Tremor,At Risk
55:19.4,MG-001,1,0.045,-0.182,1.147,0.458,1.162,-0.008,Tremor,At Risk
55:19.4,MG-001,1,-0.073,0.195,0.926,0.398,0.949,-0.014,Tremor,At Risk
55:19.4,MG-001,1,0.073,-0.159,0.939,0.39,0.955,-0.012,Tremor,At Risk
55:19.4,MG-001,1,-0.028,0.184,1.064,0.425,1.08,-0.005,Tremor,At Risk
55:19.4,MG-001,1,0.086,-0.193,1.099,0.459,1.119,-0.017,Tremor,At Risk
55:19.4,MG-001,1,-0.003,0.233,0.966,0.401,0.994,-0.001,Tremor,At Risk
55:19.5,MG-001,1,0.035,-0.171,1.003,0.403,1.018,-0.006,Tremor,At Risk
55:19.5,MG-001,1,-0.063,0.175,0.879,0.372,0.898,-0.011,Tremor,At Risk
55:19.5,MG-001,1,0.012,-0.197,0.942,0.384,0.962,-0.002,Tremor,At Risk
55:19.5,MG-001,1,-0.039,0.18,1.001,0.407,1.018,-0.007,Tremor,At Risk
55:19.5,MG-001,1,0.045,-0.185,0.881,0.37,0.902,-0.008,Tremor,At Risk
55:19.5,MG-001,1,-0.063,0.226,1.036,0.441,1.062,-0.014,Tremor,At Risk
55:19.5,MG-001,1,0.04,-0.213,0.861,0.371,0.888,-0.009,Tremor,At Risk
55:19.5,MG-001,1,-0.06,0.177,0.777,0.338,0.799,-0.011,Tremor,At Risk
55:19.5,MG-001,1,0.006,-0.207,0.99,0.401,1.012,-0.001,Tremor,At Risk
55:19.5,MG-001,1,-0.038,0.216,0.992,0.415,1.016,-0.008,Tremor,At Risk
55:19.6,MG-001,1,0.042,-0.181,0.946,0.389,0.964,-0.008,Tremor,At Risk
55:19.6,MG-001,1,-0.053,0.183,0.867,0.368,0.887,-0.01,Tremor,At Risk
55:19.6,MG-001,1,0.047,-0.197,0.947,0.397,0.969,-0.009,Tremor,At Risk
55:19.6,MG-001,1,-0.054,0.177,0.841,0.357,0.861,-0.01,Tremor,At Risk
55:19.6,MG-001,1,0.065,-0.215,1.011,0.43,1.035,-0.014,Tremor,At Risk
55:19.6,MG-001,1,-0.015,0.198,1.065,0.426,1.083,-0.003,Tremor,At Risk
55:19.6,MG-001,1,0.025,-0.221,1.026,0.424,1.05,-0.006,Tremor,At Risk
55:19.6,MG-001,1,-0.038,0.211,0.963,0.404,0.987,-0.008,Tremor,At Risk
55:19.6,MG-001,1,0.023,-0.193,1.039,0.418,1.057,-0.004,Tremor,At Risk
55:19.6,MG-001,1,-0.011,0.187,0.937,0.378,0.956,-0.002,Tremor,At Risk
55:19.7,MG-001,1,0.03,-0.188,0.869,0.362,0.889,-0.006,Tremor,At Risk
55:19.7,MG-001,1,-0.016,0.213,0.988,0.406,1.011,-0.003,Tremor,At Risk
55:19.7,MG-001,1,-0.006,-0.204,0.933,0.381,0.955,0.001,Tremor,At Risk
55:19.7,MG-001,1,-0.016,0.216,0.805,0.346,0.834,-0.003,Tremor,At Risk
55:19.7,MG-001,1,0.026,-0.218,0.783,0.342,0.813,-0.006,Tremor,At Risk
55:19.7,MG-001,1,-0.002,0.182,0.995,0.393,1.011,0,Tremor,At Risk
55:19.7,MG-001,1,-0.007,-0.213,1.026,0.415,1.048,0.002,Tremor,At Risk
55:19.7,MG-001,1,0.025,0.173,0.899,0.366,0.916,0.004,Tremor,At Risk
55:19.7,MG-001,1,0.01,-0.186,1.013,0.403,1.03,-0.002,Tremor,At Risk
55:19.7,MG-001,1,0.013,0.209,1.01,0.411,1.032,0.003,Tremor,At Risk
55:19.8,MG-001,1,-0.003,-0.209,1.041,0.418,1.062,0.001,Tremor,At Risk
55:19.8,MG-001,1,-0.053,0.175,0.972,0.4,0.989,-0.009,Tremor,At Risk
55:19.8,MG-001,1,-0.037,-0.173,1.158,0.456,1.172,0.006,Tremor,At Risk
55:19.8,MG-001,1,0.009,0.193,1.004,0.402,1.023,0.002,Tremor,At Risk
55:19.8,MG-001,1,0.032,-0.197,1.034,0.421,1.053,-0.006,Tremor,At Risk
55:19.8,MG-001,1,-0.001,0.168,1.01,0.393,1.024,0,Tremor,At Risk
55:19.8,MG-001,1,-0.008,-0.179,1.054,0.414,1.069,0.001,Tremor,At Risk
55:19.8,MG-001,1,-0.03,0.176,0.941,0.382,0.958,-0.005,Tremor,At Risk
55:19.8,MG-001,0,0.054,0.484,0.852,0.463,0.981,0.026,Walking,Stable
55:19.8,MG-001,0,0.231,0.145,1.24,0.539,1.269,0.034,Walking,Stable
55:19.9,MG-001,0,0.21,-0.349,0.744,0.434,0.848,-0.073,Walking,Stable
55:19.9,MG-001,0,-0.211,-0.442,1.173,0.609,1.272,0.093,Walking,Stable
55:19.9,MG-001,0,-0.303,0.168,0.862,0.445,0.929,-0.051,Walking,Stable
55:19.9,MG-001,0,-0.003,0.594,0.986,0.528,1.152,-0.002,Walking,Stable
55:19.9,MG-001,0,0.305,0.087,1.042,0.478,1.089,0.027,Walking,Stable
55:19.9,MG-001,0,0.197,-0.446,0.783,0.475,0.922,-0.088,Walking,Stable
55:19.9,MG-001,0,-0.246,-0.543,1.087,0.625,1.24,0.133,Walking,Stable
55:19.9,MG-001,0,-0.259,0.179,0.875,0.438,0.93,-0.046,Walking,Stable
55:19.9,MG-001,0,0.072,0.481,1.099,0.551,1.202,0.035,Walking,Stable
55:20.0,MG-001,0,0.268,0.135,1.097,0.5,1.137,0.036,Walking,Stable
55:20.0,MG-001,0,0.117,-0.45,0.759,0.442,0.89,-0.053,Walking,Stable
55:20.0,MG-001,0,-0.175,-0.376,1.154,0.568,1.226,0.066,Walking,Stable
55:20.0,MG-001,0,-0.274,0.172,0.862,0.436,0.921,-0.047,Walking,Stable
55:20.0,MG-001,0,-0.075,0.472,1.007,0.518,1.115,-0.035,Walking,Stable
55:20.0,MG-001,0,0.227,0.083,1.074,0.461,1.101,0.019,Walking,Stable
55:20.0,MG-001,0,0.179,-0.391,0.843,0.471,0.946,-0.07,Walking,Stable
55:20.0,MG-001,0,-0.14,-0.428,1.085,0.551,1.175,0.06,Walking,Stable
55:20.0,MG-001,0,-0.257,0.164,0.84,0.42,0.894,-0.042,Walking,Stable
55:20.0,MG-001,0,-0.038,0.485,1,0.508,1.112,-0.019,Walking,Stable
55:20.0,MG-001,0,0.308,0.166,1.181,0.552,1.232,0.051,Walking,Stable
55:20.1,MG-001,0,0.154,-0.477,0.829,0.487,0.969,-0.074,Walking,Stable
55:20.1,MG-001,0,-0.152,-0.48,1.195,0.609,1.297,0.073,Walking,Stable
55:20.1,MG-001,0,-0.261,0.192,0.867,0.44,0.926,-0.05,Walking,Stable
55:20.1,MG-001,0,0.035,0.532,0.965,0.511,1.102,0.019,Walking,Stable
55:20.1,MG-001,0,0.167,0.16,1.134,0.487,1.157,0.027,Walking,Stable
55:20.1,MG-001,0,0.191,-0.468,0.746,0.469,0.901,-0.09,Walking,Stable
55:20.1,MG-001,0,-0.145,-0.412,1.108,0.555,1.191,0.06,Walking,Stable
55:20.1,MG-001,0,-0.293,0.17,0.892,0.451,0.954,-0.05,Walking,Stable
55:20.1,MG-001,0,0.093,0.417,1.049,0.52,1.133,0.039,Walking,Stable
55:20.1,MG-001,0,0.218,0.119,1.107,0.481,1.135,0.026,Walking,Stable
55:20.2,MG-001,0,0.199,-0.409,0.898,0.502,1.007,-0.082,Walking,Stable
55:20.2,MG-001,0,-0.237,-0.347,1.147,0.577,1.222,0.082,Walking,Stable
55:20.2,MG-001,0,-0.288,0.234,0.776,0.433,0.86,-0.067,Walking,Stable
55:20.2,MG-001,0,0.007,0.505,0.917,0.476,1.047,0.004,Walking,Stable
55:20.2,MG-001,0,0.278,0.013,0.984,0.425,1.023,0.004,Walking,Stable
55:20.2,MG-001,0,0.004,-0.37,0.722,0.365,0.811,-0.001,Walking,Stable
55:20.2,MG-001,0,-0.13,-0.39,1.141,0.554,1.213,0.051,Walking,Stable
55:20.2,MG-001,0,-0.193,0.126,0.835,0.385,0.867,-0.024,Walking,Stable
55:20.2,MG-001,0,0.043,0.499,1.093,0.545,1.203,0.021,Walking,Stable
55:20.2,MG-001,0,0.402,0.152,1.062,0.539,1.146,0.061,Walking,Stable
55:20.3,MG-001,0,0.135,-0.537,0.77,0.48,0.948,-0.072,Walking,Stable
55:20.3,MG-001,0,-0.248,-0.35,1.137,0.579,1.215,0.087,Walking,Stable
55:20.3,MG-001,0,-0.318,0.255,0.765,0.446,0.867,-0.081,Walking,Stable
55:20.3,MG-001,0,0.027,0.595,1.001,0.541,1.164,0.016,Walking,Stable
55:20.3,MG-001,0,0.246,0.074,1.032,0.451,1.063,0.018,Walking,Stable
55:20.3,MG-001,0,0.248,-0.453,0.839,0.513,0.985,-0.112,Walking,Stable
55:20.3,MG-001,0,-0.223,-0.354,1.197,0.591,1.268,0.079,Walking,Stable
55:20.3,MG-001,0,-0.301,0.239,0.845,0.461,0.928,-0.072,Walking,Stable
55:20.3,MG-001,0,0,0.549,1.075,0.541,1.207,0,Walking,Stable
55:20.3,MG-001,0,0.282,0.021,1.094,0.466,1.13,0.006,Walking,Stable
55:20.4,MG-001,0,0.129,-0.385,0.85,0.455,0.942,-0.05,Walking,Stable
55:20.4,MG-001,0,-0.218,-0.429,1.158,0.602,1.254,0.094,Walking,Stable
55:20.4,MG-001,0,-0.241,0.232,0.846,0.439,0.909,-0.056,Walking,Stable
55:20.4,MG-001,0,0.037,0.433,0.989,0.486,1.08,0.016,Walking,Stable
55:20.4,MG-001,0,0.326,0.016,1.004,0.448,1.055,0.005,Walking,Stable
55:20.4,MG-001,0,0.09,-0.331,0.821,0.414,0.89,-0.03,Walking,Stable
55:20.4,MG-001,0,-0.219,-0.318,1.198,0.579,1.259,0.07,Walking,Stable
55:20.4,MG-001,0,-0.281,0.212,0.894,0.462,0.961,-0.06,Walking,Stable
55:20.4,MG-001,0,0.062,0.518,0.999,0.526,1.127,0.032,Walking,Stable
55:20.4,MG-001,0,0.385,0.077,1.033,0.498,1.105,0.03,Walking,Stable
55:20.5,MG-001,0,0.087,-0.469,0.846,0.467,0.971,-0.041,Walking,Stable
55:20.5,MG-001,0,-0.203,-0.404,1.149,0.585,1.235,0.082,Walking,Stable
55:20.5,MG-001,0,-0.286,0.27,0.845,0.467,0.932,-0.077,Walking,Stable
55:20.5,MG-001,0,0.109,0.461,1.021,0.531,1.126,0.05,Walking,Stable
55:20.5,MG-001,0,0.328,0.093,1.055,0.492,1.109,0.03,Walking,Stable
55:20.5,MG-001,0,0.063,-0.432,0.863,0.453,0.967,-0.027,Walking,Stable
55:20.5,MG-001,0,-0.166,-0.406,1.227,0.6,1.303,0.068,Walking,Stable
55:20.5,MG-001,0,-0.335,0.29,0.766,0.464,0.885,-0.097,Walking,Stable
55:20.5,MG-001,0,0.074,0.51,0.945,0.51,1.077,0.038,Walking,Stable
55:20.5,MG-001,0,0.304,0.2,1,0.501,1.064,0.061,Walking,Stable
55:20.6,MG-001,0,0.16,-0.397,0.829,0.462,0.933,-0.063,Walking,Stable
55:20.6,MG-001,0,-0.283,-0.363,1.268,0.638,1.349,0.103,Walking,Stable
55:20.6,MG-001,0,-0.301,0.244,0.858,0.468,0.941,-0.074,Walking,Stable
55:20.6,MG-001,0,0.064,0.486,1.085,0.545,1.19,0.031,Walking,Stable
55:20.6,MG-001,0,0.241,0.025,1.066,0.444,1.093,0.006,Walking,Stable
55:20.6,MG-001,0,0.106,-0.467,0.797,0.457,0.93,-0.049,Walking,Stable
55:20.6,MG-001,0,-0.171,-0.252,1.214,0.545,1.251,0.043,Walking,Stable
55:20.6,MG-001,0,-0.257,0.257,0.796,0.436,0.875,-0.066,Walking,Stable
55:20.6,MG-001,0,0.076,0.51,1.125,0.57,1.238,0.039,Walking,Stable
55:20.7,MG-001,0,0.318,0.035,0.988,0.447,1.039,0.011,Walking,Stable
55:20.7,MG-001,0,0.097,-0.495,0.865,0.485,1.001,-0.048,Walking,Stable
55:20.7,MG-001,0,-0.265,-0.321,1.16,0.582,1.233,0.085,Walking,Stable
55:20.7,MG-001,0,-0.284,0.276,0.731,0.43,0.832,-0.078,Walking,Stable
55:20.7,MG-001,0,0.042,0.458,1.021,0.507,1.12,0.019,Walking,Stable
55:20.7,MG-001,0,0.307,0.012,1.04,0.453,1.084,0.004,Walking,Stable
55:20.7,MG-001,0,0.1,-0.426,0.86,0.462,0.965,-0.042,Walking,Stable
55:20.7,MG-001,0,-0.217,-0.341,1.17,0.576,1.238,0.074,Walking,Stable
55:20.7,MG-001,0,-0.29,0.253,0.714,0.419,0.811,-0.074,Walking,Stable
55:20.7,MG-001,0,0.2,0.434,1.151,0.595,1.246,0.087,Walking,Stable
55:20.7,MG-001,0,0.363,-0.086,0.875,0.441,0.951,-0.031,Walking,Stable
55:20.8,MG-001,0,0.119,-0.467,0.85,0.479,0.977,-0.056,Walking,Stable
55:20.8,MG-001,0,-0.233,-0.307,1.165,0.568,1.227,0.072,Walking,Stable
55:20.8,MG-001,0,-0.262,0.292,0.681,0.411,0.785,-0.076,Walking,Stable
55:20.8,MG-001,0,0.068,0.533,1.119,0.573,1.241,0.036,Walking,Stable
55:20.8,MG-001,0,0.303,-0.038,1.02,0.454,1.065,-0.012,Walking,Stable
55:20.8,MG-001,0,0.1,-0.481,0.931,0.504,1.053,-0.048,Walking,Stable
55:20.8,MG-001,0,-0.303,-0.327,1.129,0.586,1.214,0.099,Walking,Stable
55:20.8,MG-001,0,-0.299,0.213,0.773,0.429,0.856,-0.064,Walking,Stable
55:20.8,MG-001,0,0.064,0.455,1.074,0.531,1.168,0.029,Walking,Stable
55:20.8,MG-001,0,0.307,0.014,1.037,0.452,1.081,0.004,Walking,Stable
55:20.9,MG-001,0,0.074,-0.535,0.831,0.48,0.991,-0.039,Walking,Stable
55:20.9,MG-001,0,-0.225,-0.328,1.189,0.581,1.254,0.074,Walking,Stable
55:20.9,MG-001,0,-0.21,0.286,0.861,0.452,0.931,-0.06,Walking,Stable
55:20.9,MG-001,0,-0.011,0.541,1.108,0.553,1.233,-0.006,Walking,Stable
55:20.9,MG-001,0,0.304,-0.004,1.056,0.455,1.099,-0.001,Walking,Stable
55:20.9,MG-001,0,0.143,-0.511,0.86,0.505,1.011,-0.073,Walking,Stable
55:20.9,MG-001,0,-0.225,-0.326,1.138,0.563,1.205,0.073,Walking,Stable
55:20.9,MG-001,0,-0.282,0.273,0.731,0.429,0.829,-0.077,Walking,Stable
55:20.9,MG-001,0,0.093,0.41,1.166,0.556,1.239,0.038,Walking,Stable
55:20.9,MG-001,0,0.358,0.016,1.02,0.465,1.081,0.006,Walking,Stable
55:21.0,MG-001,0,0.156,-0.536,0.893,0.528,1.053,-0.083,Walking,Stable
55:21.0,MG-001,0,-0.257,-0.291,1.156,0.568,1.22,0.075,Walking,Stable
55:21.0,MG-001,0,-0.197,0.345,0.794,0.445,0.887,-0.068,Walking,Stable
55:21.0,MG-001,0,0.116,0.533,1.129,0.593,1.254,0.062,Walking,Stable
55:21.0,MG-001,0,0.362,0.006,0.89,0.419,0.961,0.002,Walking,Stable
55:21.0,MG-001,0,0.071,-0.589,0.938,0.533,1.11,-0.042,Walking,Stable
55:21.0,MG-001,0,-0.263,-0.288,1.199,0.583,1.26,0.076,Walking,Stable
55:21.0,MG-001,0,-0.188,0.363,0.884,0.478,0.974,-0.068,Walking,Stable
55:21.0,MG-001,0,0.135,0.453,1.138,0.575,1.232,0.061,Walking,Stable
55:21.0,MG-001,0,0.392,-0.025,0.919,0.445,1,-0.01,Walking,Stable
55:21.1,MG-001,0,0.098,-0.472,0.875,0.482,0.999,-0.046,Walking,Stable
55:21.1,MG-001,0,-0.283,-0.268,1.196,0.582,1.258,0.076,Walking,Stable
55:21.1,MG-001,0,-0.249,0.295,0.742,0.429,0.836,-0.074,Walking,Stable
55:21.1,MG-001,0,0.09,0.557,1.121,0.589,1.254,0.05,Walking,Stable
55:21.1,MG-001,0,0.251,-0.051,0.896,0.4,0.932,-0.013,Walking,Stable
55:21.1,MG-001,0,0.114,-0.461,0.893,0.489,1.012,-0.052,Walking,Stable
55:21.1,MG-001,0,-0.28,-0.253,1.153,0.562,1.214,0.071,Walking,Stable
55:21.1,MG-001,0,-0.32,0.279,0.799,0.466,0.904,-0.089,Walking,Stable
55:21.1,MG-001,0,0.105,0.464,1.097,0.555,1.196,0.049,Walking,Stable
55:21.1,MG-001,0,0.183,-0.072,0.962,0.406,0.982,-0.013,Walking,Stable
55:21.2,MG-001,0,0.11,-0.433,0.952,0.499,1.052,-0.048,Walking,Stable
55:21.2,MG-001,0,-0.149,-0.334,1.177,0.553,1.232,0.05,Walking,Stable
55:21.2,MG-001,0,-0.276,0.285,0.747,0.436,0.846,-0.079,Walking,Stable
55:21.2,MG-001,0,0.037,0.459,1.136,0.544,1.226,0.017,Walking,Stable
